r,Method,Weight,Definition,Threshold_values_schematic,Visualization_range,Threshold_display,Source_note
3.686,Quad,0.340225027666974,,,,,
3.686,Ball,0,,,,,
3.686,Shell,0,,,,,
3.686,LR,0.232,,,,,
3.687,PCA,0.707106781186548,,,,,
3.687,K's tau,0.27122321670735,,,,,
3.687,Winsor,0.583129915920803,,,,,
3.687,Quad,0.340040498841803,,,,,
3.687,Ball,0,,,,,
3.687,Shell,0,,,,,
3.687,LR,0.2315,,,,,
3.688,PCA,0.707106781186548,,,,,
3.688,K's tau,0.271149674620391,,,,,
3.688,Winsor,0.582971800433839,,,,,
3.688,Quad,0.339856120101072,,,,,
3.688,Ball,0,,,,,
3.688,Shell,0,,,,,
3.688,LR,0.231,,,,,
3.689,PCA,0.707106781186548,,,,,
3.689,K's tau,0.271076172404446,,,,,
3.689,Winsor,0.582813770669558,,,,,
3.689,Quad,0.339671891282068,,,,,
3.689,Ball,0,,,,,
3.689,Shell,0,,,,,
3.689,LR,0.2305,,,,,
3.69,PCA,0.707106781186548,,,,,
3.69,K's tau,0.2710027100271,,,,,
3.69,Winsor,0.582655826558266,,,,,
3.69,Quad,0.339487812222296,,,,,
3.69,Ball,0,,,,,
3.69,Shell,0,,,,,
3.69,LR,0.23,,,,,
3.691,PCA,0.707106781186548,,,,,
3.691,K's tau,0.270929287455974,,,,,
3.691,Winsor,0.582497968030344,,,,,
3.691,Quad,0.33930388275948,,,,,
3.691,Ball,0,,,,,
3.691,Shell,0,,,,,
3.691,LR,0.2295,,,,,
3.692,PCA,0.707106781186548,,,,,
3.692,K's tau,0.270855904658722,,,,,
3.692,Winsor,0.582340195016251,,,,,
3.692,Quad,0.339120102731566,,,,,
3.692,Ball,0,,,,,
3.692,Shell,0,,,,,
3.692,LR,0.229,,,,,
3.693,PCA,0.707106781186548,,,,,
3.693,K's tau,0.270782561603033,,,,,
3.693,Winsor,0.58218250744652,,,,,
3.693,Quad,0.338936471976718,,,,,
3.693,Ball,0,,,,,
3.693,Shell,0,,,,,
3.693,LR,0.2285,,,,,
3.694,PCA,0.707106781186548,,,,,
3.694,K's tau,0.270709258256632,,,,,
3.694,Winsor,0.58202490525176,,,,,
3.694,Quad,0.33875299033332,,,,,
3.694,Ball,0,,,,,
3.694,Shell,0,,,,,
3.694,LR,0.228,,,,,
3.695,PCA,0.707106781186548,,,,,
3.695,K's tau,0.27063599458728,,,,,
3.695,Winsor,0.581867388362652,,,,,
3.695,Quad,0.338569657639974,,,,,
3.695,Ball,0,,,,,
3.695,Shell,0,,,,,
3.695,LR,0.2275,,,,,
3.696,PCA,0.707106781186548,,,,,
3.696,K's tau,0.270562770562771,,,,,
3.696,Winsor,0.581709956709957,,,,,
3.696,Quad,0.3383864737355,,,,,
3.696,Ball,0,,,,,
3.696,Shell,0,,,,,
3.696,LR,0.227,,,,,
3.697,PCA,0.707106781186548,,,,,
3.697,K's tau,0.270489586150933,,,,,
3.697,Winsor,0.581552610224506,,,,,
3.697,Quad,0.338203438458937,,,,,
3.697,Ball,0,,,,,
3.697,Shell,0,,,,,
3.697,LR,0.2265,,,,,
3.698,PCA,0.707106781186548,,,,,
3.698,K's tau,0.270416441319632,,,,,
3.698,Winsor,0.581395348837209,,,,,
3.698,Quad,0.33802055164954,,,,,
3.698,Ball,0,,,,,
3.698,Shell,0,,,,,
3.698,LR,0.226,,,,,
3.699,PCA,0.707106781186548,,,,,
3.699,K's tau,0.270343336036767,,,,,
3.699,Winsor,0.581238172479048,,,,,
3.699,Quad,0.337837813146784,,,,,
3.699,Ball,0,,,,,
3.699,Shell,0,,,,,
3.699,LR,0.2255,,,,,
3.7,PCA,0.707106781186548,,,,,
3.7,K's tau,0.27027027027027,,,,,
3.7,Winsor,0.581081081081081,,,,,
3.7,Quad,0.337655222790358,,,,,
3.7,Ball,0,,,,,
3.7,Shell,0,,,,,
3.7,LR,0.225,,,,,
3.701,PCA,0.707106781186548,,,,,
3.701,K's tau,0.270197243988111,,,,,
3.701,Winsor,0.580924074574439,,,,,
3.701,Quad,0.337472780420169,,,,,
3.701,Ball,0,,,,,
3.701,Shell,0,,,,,
3.701,LR,0.2245,,,,,
3.702,PCA,0.707106781186548,,,,,
3.702,K's tau,0.270124257158293,,,,,
3.702,Winsor,0.58076715289033,,,,,
3.702,Quad,0.337290485876339,,,,,
3.702,Ball,0,,,,,
3.702,Shell,0,,,,,
3.702,LR,0.224,,,,,
3.703,PCA,0.707106781186548,,,,,
3.703,K's tau,0.270051309748852,,,,,
3.703,Winsor,0.580610315960032,,,,,
3.703,Quad,0.337108338999209,,,,,
3.703,Ball,0,,,,,
3.703,Shell,0,,,,,
3.703,LR,0.2235,,,,,
3.704,PCA,0.707106781186548,,,,,
3.704,K's tau,0.269978401727862,,,,,
3.704,Winsor,0.580453563714903,,,,,
3.704,Quad,0.336926339629331,,,,,
3.704,Ball,0,,,,,
3.704,Shell,0,,,,,
3.704,LR,0.223,,,,,
3.705,PCA,0.707106781186548,,,,,
3.705,K's tau,0.269905533063428,,,,,
3.705,Winsor,0.58029689608637,,,,,
3.705,Quad,0.336744487607475,,,,,
3.705,Ball,0,,,,,
3.705,Shell,0,,,,,
3.705,LR,0.2225,,,,,
3.706,PCA,0.707106781186548,,,,,
3.706,K's tau,0.269832703723691,,,,,
3.706,Winsor,0.580140313005936,,,,,
3.706,Quad,0.336562782774626,,,,,
3.706,Ball,0,,,,,
3.706,Shell,0,,,,,
3.706,LR,0.222,,,,,
3.707,PCA,0.707106781186548,,,,,
3.707,K's tau,0.269759913676828,,,,,
3.707,Winsor,0.579983814405179,,,,,
3.707,Quad,0.336381224971982,,,,,
3.707,Ball,0,,,,,
3.707,Shell,0,,,,,
3.707,LR,0.2215,,,,,
3.708,PCA,0.707106781186548,,,,,
3.708,K's tau,0.269687162891046,,,,,
3.708,Winsor,0.57982740021575,,,,,
3.708,Quad,0.336199814040955,,,,,
3.708,Ball,0,,,,,
3.708,Shell,0,,,,,
3.708,LR,0.221,,,,,
3.709,PCA,0.707106781186548,,,,,
3.709,K's tau,0.269614451334592,,,,,
3.709,Winsor,0.579671070369372,,,,,
3.709,Quad,0.336018549823173,,,,,
3.709,Ball,0,,,,,
3.709,Shell,0,,,,,
3.709,LR,0.2205,,,,,
3.71,PCA,0.707106781186548,,,,,
3.71,K's tau,0.269541778975741,,,,,
3.71,Winsor,0.579514824797844,,,,,
3.71,Quad,0.335837432160476,,,,,
3.71,Ball,0,,,,,
3.71,Shell,0,,,,,
3.71,LR,0.22,,,,,
3.711,PCA,0.707106781186548,,,,,
3.711,K's tau,0.269469145782808,,,,,
3.711,Winsor,0.579358663433037,,,,,
3.711,Quad,0.335656460894915,,,,,
3.711,Ball,0,,,,,
3.711,Shell,0,,,,,
3.711,LR,0.2195,,,,,
3.712,PCA,0.707106781186548,,,,,
3.712,K's tau,0.269396551724138,,,,,
3.712,Winsor,0.579202586206897,,,,,
3.712,Quad,0.335475635868757,,,,,
3.712,Ball,0,,,,,
3.712,Shell,0,,,,,
3.712,LR,0.219,,,,,
3.713,PCA,0.707106781186548,,,,,
3.713,K's tau,0.269323996768112,,,,,
3.713,Winsor,0.579046593051441,,,,,
3.713,Quad,0.335294956924481,,,,,
3.713,Ball,0,,,,,
3.713,Shell,0,,,,,
3.713,LR,0.2185,,,,,
3.714,PCA,0.707106781186548,,,,,
3.714,K's tau,0.269251480883145,,,,,
3.714,Winsor,0.578890683898761,,,,,
3.714,Quad,0.335114423904776,,,,,
3.714,Ball,0,,,,,
3.714,Shell,0,,,,,
3.714,LR,0.218,,,,,
3.715,PCA,0.707106781186548,,,,,
3.715,K's tau,0.269179004037685,,,,,
3.715,Winsor,0.578734858681023,,,,,
3.715,Quad,0.334934036652544,,,,,
3.715,Ball,0,,,,,
3.715,Shell,0,,,,,
3.715,LR,0.2175,,,,,
3.716,PCA,0.707106781186548,,,,,
3.716,K's tau,0.269106566200215,,,,,
3.716,Winsor,0.578579117330463,,,,,
3.716,Quad,0.334753795010898,,,,,
3.716,Ball,0,,,,,
3.716,Shell,0,,,,,
3.716,LR,0.217,,,,,
3.717,PCA,0.707106781186548,,,,,
3.717,K's tau,0.269034167339252,,,,,
3.717,Winsor,0.578423459779392,,,,,
3.717,Quad,0.334573698823162,,,,,
3.717,Ball,0,,,,,
3.717,Shell,0,,,,,
3.717,LR,0.2165,,,,,
3.718,PCA,0.707106781186548,,,,,
3.718,K's tau,0.268961807423346,,,,,
3.718,Winsor,0.578267885960194,,,,,
3.718,Quad,0.334393747932872,,,,,
3.718,Ball,0,,,,,
3.718,Shell,0,,,,,
3.718,LR,0.216,,,,,
3.719,PCA,0.707106781186548,,,,,
3.719,K's tau,0.268889486421081,,,,,
3.719,Winsor,0.578112395805324,,,,,
3.719,Quad,0.334213942183772,,,,,
3.719,Ball,0,,,,,
3.719,Shell,0,,,,,
3.719,LR,0.2155,,,,,
3.72,PCA,0.707106781186548,,,,,
3.72,K's tau,0.268817204301075,,,,,
3.72,Winsor,0.577956989247312,,,,,
3.72,Quad,0.334034281419817,,,,,
3.72,Ball,0,,,,,
3.72,Shell,0,,,,,
3.72,LR,0.215,,,,,
3.721,PCA,0.707106781186548,,,,,
3.721,K's tau,0.268744961031981,,,,,
3.721,Winsor,0.577801666218758,,,,,
3.721,Quad,0.333854765485174,,,,,
3.721,Ball,0,,,,,
3.721,Shell,0,,,,,
3.721,LR,0.2145,,,,,
3.722,PCA,0.707106781186548,,,,,
3.722,K's tau,0.268672756582483,,,,,
3.722,Winsor,0.577646426652338,,,,,
3.722,Quad,0.333675394224214,,,,,
3.722,Ball,0,,,,,
3.722,Shell,0,,,,,
3.722,LR,0.214,,,,,
3.723,PCA,0.707106781186548,,,,,
3.723,K's tau,0.2686005909213,,,,,
3.723,Winsor,0.577491270480795,,,,,
3.723,Quad,0.333496167481523,,,,,
3.723,Ball,0,,,,,
3.723,Shell,0,,,,,
3.723,LR,0.2135,,,,,
3.724,PCA,0.707106781186548,,,,,
3.724,K's tau,0.268528464017186,,,,,
3.724,Winsor,0.57733619763695,,,,,
3.724,Quad,0.333317085101891,,,,,
3.724,Ball,0,,,,,
3.724,Shell,0,,,,,
3.724,LR,0.213,,,,,
3.725,PCA,0.707106781186548,,,,,
3.725,K's tau,0.268456375838926,,,,,
3.725,Winsor,0.577181208053691,,,,,
3.725,Quad,0.333138146930318,,,,,
3.725,Ball,0,,,,,
3.725,Shell,0,,,,,
3.725,LR,0.2125,,,,,
3.726,PCA,0.707106781186548,,,,,
3.726,K's tau,0.268384326355341,,,,,
3.726,Winsor,0.577026301663983,,,,,
3.726,Quad,0.332959352812014,,,,,
3.726,Ball,0,,,,,
3.726,Shell,0,,,,,
3.726,LR,0.212,,,,,
3.727,PCA,0.707106781186548,,,,,
3.727,K's tau,0.268312315535283,,,,,
3.727,Winsor,0.576871478400859,,,,,
3.727,Quad,0.332780702592392,,,,,
3.727,Ball,0,,,,,
3.727,Shell,0,,,,,
3.727,LR,0.2115,,,,,
3.728,PCA,0.707106781186548,,,,,
3.728,K's tau,0.26824034334764,,,,,
3.728,Winsor,0.576716738197425,,,,,
3.728,Quad,0.332602196117077,,,,,
3.728,Ball,0,,,,,
3.728,Shell,0,,,,,
3.728,LR,0.211,,,,,
3.729,PCA,0.707106781186548,,,,,
3.729,K's tau,0.26816840976133,,,,,
3.729,Winsor,0.57656208098686,,,,,
3.729,Quad,0.332423833231898,,,,,
3.729,Ball,0,,,,,
3.729,Shell,0,,,,,
3.729,LR,0.2105,,,,,
3.73,PCA,0.707106781186548,,,,,
3.73,K's tau,0.268096514745308,,,,,
3.73,Winsor,0.576407506702413,,,,,
3.73,Quad,0.332245613782892,,,,,
3.73,Ball,0,,,,,
3.73,Shell,0,,,,,
3.73,LR,0.21,,,,,
3.731,PCA,0.707106781186548,,,,,
3.731,K's tau,0.268024658268561,,,,,
3.731,Winsor,0.576253015277406,,,,,
3.731,Quad,0.332067537616302,,,,,
3.731,Ball,0,,,,,
3.731,Shell,0,,,,,
3.731,LR,0.2095,,,,,
3.732,PCA,0.707106781186548,,,,,
3.732,K's tau,0.267952840300107,,,,,
3.732,Winsor,0.576098606645231,,,,,
3.732,Quad,0.331889604578576,,,,,
3.732,Ball,0,,,,,
3.732,Shell,0,,,,,
3.732,LR,0.209,,,,,
3.733,PCA,0.707106781186548,,,,,
3.733,K's tau,0.267881060809001,,,,,
3.733,Winsor,0.575944280739352,,,,,
3.733,Quad,0.331711814516369,,,,,
3.733,Ball,0,,,,,
3.733,Shell,0,,,,,
3.733,LR,0.2085,,,,,
3.734,PCA,0.707106781186548,,,,,
3.734,K's tau,0.267809319764328,,,,,
3.734,Winsor,0.575790037493305,,,,,
3.734,Quad,0.331534167276541,,,,,
3.734,Ball,0,,,,,
3.734,Shell,0,,,,,
3.734,LR,0.208,,,,,
3.735,PCA,0.707106781186548,,,,,
3.735,K's tau,0.267737617135208,,,,,
3.735,Winsor,0.575635876840696,,,,,
3.735,Quad,0.331356662706157,,,,,
3.735,Ball,0,,,,,
3.735,Shell,0,,,,,
3.735,LR,0.2075,,,,,
3.736,PCA,0.707106781186548,,,,,
3.736,K's tau,0.267665952890792,,,,,
3.736,Winsor,0.575481798715203,,,,,
3.736,Quad,0.331179300652486,,,,,
3.736,Ball,0,,,,,
3.736,Shell,0,,,,,
3.736,LR,0.207,,,,,
3.737,PCA,0.707106781186548,,,,,
3.737,K's tau,0.267594327000268,,,,,
3.737,Winsor,0.575327803050575,,,,,
3.737,Quad,0.331002080963002,,,,,
3.737,Ball,0,,,,,
3.737,Shell,0,,,,,
3.737,LR,0.2065,,,,,
3.738,PCA,0.707106781186548,,,,,
3.738,K's tau,0.267522739432852,,,,,
3.738,Winsor,0.575173889780631,,,,,
3.738,Quad,0.330825003485382,,,,,
3.738,Ball,0,,,,,
3.738,Shell,0,,,,,
3.738,LR,0.206,,,,,
3.739,PCA,0.707106781186548,,,,,
3.739,K's tau,0.267451190157796,,,,,
3.739,Winsor,0.575020058839262,,,,,
3.739,Quad,0.330648068067508,,,,,
3.739,Ball,0,,,,,
3.739,Shell,0,,,,,
3.739,LR,0.2055,,,,,
3.74,PCA,0.707106781186548,,,,,
3.74,K's tau,0.267379679144385,,,,,
3.74,Winsor,0.574866310160428,,,,,
3.74,Quad,0.330471274557465,,,,,
3.74,Ball,0,,,,,
3.74,Shell,0,,,,,
3.74,LR,0.205,,,,,
3.741,PCA,0.707106781186548,,,,,
3.741,K's tau,0.267308206361935,,,,,
3.741,Winsor,0.574712643678161,,,,,
3.741,Quad,0.330294622803541,,,,,
3.741,Ball,0,,,,,
3.741,Shell,0,,,,,
3.741,LR,0.2045,,,,,
3.742,PCA,0.707106781186548,,,,,
3.742,K's tau,0.267236771779797,,,,,
3.742,Winsor,0.574559059326563,,,,,
3.742,Quad,0.330118112654225,,,,,
3.742,Ball,0,,,,,
3.742,Shell,0,,,,,
3.742,LR,0.204,,,,,
3.743,PCA,0.707106781186548,,,,,
3.743,K's tau,0.267165375367352,,,,,
3.743,Winsor,0.574405557039808,,,,,
3.743,Quad,0.329941743958212,,,,,
3.743,Ball,0,,,,,
3.743,Shell,0,,,,,
3.743,LR,0.2035,,,,,
3.744,PCA,0.707106781186548,,,,,
3.744,K's tau,0.267094017094017,,,,,
3.744,Winsor,0.574252136752137,,,,,
3.744,Quad,0.329765516564395,,,,,
3.744,Ball,0,,,,,
3.744,Shell,0,,,,,
3.744,LR,0.203,,,,,
3.745,PCA,0.707106781186548,,,,,
3.745,K's tau,0.267022696929239,,,,,
3.745,Winsor,0.574098798397864,,,,,
3.745,Quad,0.329589430321871,,,,,
3.745,Ball,0,,,,,
3.745,Shell,0,,,,,
3.745,LR,0.2025,,,,,
3.746,PCA,0.707106781186548,,,,,
3.746,K's tau,0.266951414842499,,,,,
3.746,Winsor,0.573945541911372,,,,,
3.746,Quad,0.329413485079939,,,,,
3.746,Ball,0,,,,,
3.746,Shell,0,,,,,
3.746,LR,0.202,,,,,
3.747,PCA,0.707106781186548,,,,,
3.747,K's tau,0.266880170803309,,,,,
3.747,Winsor,0.573792367227115,,,,,
3.747,Quad,0.329237680688096,,,,,
3.747,Ball,0,,,,,
3.747,Shell,0,,,,,
3.747,LR,0.2015,,,,,
3.748,PCA,0.707106781186548,,,,,
3.748,K's tau,0.266808964781217,,,,,
3.748,Winsor,0.573639274279616,,,,,
3.748,Quad,0.329062016996044,,,,,
3.748,Ball,0,,,,,
3.748,Shell,0,,,,,
3.748,LR,0.201,,,,,
3.749,PCA,0.707106781186548,,,,,
3.749,K's tau,0.266737796745799,,,,,
3.749,Winsor,0.573486263003468,,,,,
3.749,Quad,0.328886493853682,,,,,
3.749,Ball,0,,,,,
3.749,Shell,0,,,,,
3.749,LR,0.2005,,,,,
3.75,PCA,0.707106781186548,,,,,
3.75,K's tau,0.266666666666667,,,,,
3.75,Winsor,0.573333333333333,,,,,
3.75,Quad,0.328711111111111,,,,,
3.75,Ball,0,,,,,
3.75,Shell,0,,,,,
3.75,LR,0.2,,,,,
3.751,PCA,0.707106781186548,,,,,
3.751,K's tau,0.266595574513463,,,,,
3.751,Winsor,0.573180485203946,,,,,
3.751,Quad,0.32853586861863,,,,,
3.751,Ball,0,,,,,
3.751,Shell,0,,,,,
3.751,LR,0.1995,,,,,
3.752,PCA,0.707106781186548,,,,,
3.752,K's tau,0.266524520255864,,,,,
3.752,Winsor,0.573027718550107,,,,,
3.752,Quad,0.32836076622674,,,,,
3.752,Ball,0,,,,,
3.752,Shell,0,,,,,
3.752,LR,0.199,,,,,
3.753,PCA,0.707106781186548,,,,,
3.753,K's tau,0.266453503863576,,,,,
3.753,Winsor,0.572875033306688,,,,,
3.753,Quad,0.328185803786139,,,,,
3.753,Ball,0,,,,,
3.753,Shell,0,,,,,
3.753,LR,0.1985,,,,,
3.754,PCA,0.707106781186548,,,,,
3.754,K's tau,0.26638252530634,,,,,
3.754,Winsor,0.572722429408631,,,,,
3.754,Quad,0.328010981147724,,,,,
3.754,Ball,0,,,,,
3.754,Shell,0,,,,,
3.754,LR,0.198,,,,,
3.755,PCA,0.707106781186548,,,,,
3.755,K's tau,0.266311584553928,,,,,
3.755,Winsor,0.572569906790946,,,,,
3.755,Quad,0.327836298162592,,,,,
3.755,Ball,0,,,,,
3.755,Shell,0,,,,,
3.755,LR,0.1975,,,,,
3.756,PCA,0.707106781186548,,,,,
3.756,K's tau,0.266240681576145,,,,,
3.756,Winsor,0.572417465388711,,,,,
3.756,Quad,0.327661754682037,,,,,
3.756,Ball,0,,,,,
3.756,Shell,0,,,,,
3.756,LR,0.197,,,,,
3.757,PCA,0.707106781186548,,,,,
3.757,K's tau,0.266169816342827,,,,,
3.757,Winsor,0.572265105137078,,,,,
3.757,Quad,0.32748735055755,,,,,
3.757,Ball,0,,,,,
3.757,Shell,0,,,,,
3.757,LR,0.1965,,,,,
3.758,PCA,0.707106781186548,,,,,
3.758,K's tau,0.266098988823843,,,,,
3.758,Winsor,0.572112825971261,,,,,
3.758,Quad,0.327313085640823,,,,,
3.758,Ball,0,,,,,
3.758,Shell,0,,,,,
3.758,LR,0.196,,,,,
3.759,PCA,0.707106781186548,,,,,
3.759,K's tau,0.266028198989093,,,,,
3.759,Winsor,0.57196062782655,,,,,
3.759,Quad,0.327138959783741,,,,,
3.759,Ball,0,,,,,
3.759,Shell,0,,,,,
3.759,LR,0.1955,,,,,
3.76,PCA,0.707106781186548,,,,,
3.76,K's tau,0.265957446808511,,,,,
3.76,Winsor,0.571808510638298,,,,,
3.76,Quad,0.326964972838388,,,,,
3.76,Ball,0,,,,,
3.76,Shell,0,,,,,
3.76,LR,0.195,,,,,
3.761,PCA,0.707106781186548,,,,,
3.761,K's tau,0.265886732252061,,,,,
3.761,Winsor,0.57165647434193,,,,,
3.761,Quad,0.326791124657046,,,,,
3.761,Ball,0,,,,,
3.761,Shell,0,,,,,
3.761,LR,0.1945,,,,,
3.762,PCA,0.707106781186548,,,,,
3.762,K's tau,0.26581605528974,,,,,
3.762,Winsor,0.57150451887294,,,,,
3.762,Quad,0.326617415092191,,,,,
3.762,Ball,0,,,,,
3.762,Shell,0,,,,,
3.762,LR,0.194,,,,,
3.763,PCA,0.707106781186548,,,,,
3.763,K's tau,0.265745415891576,,,,,
3.763,Winsor,0.571352644166888,,,,,
3.763,Quad,0.326443843996495,,,,,
3.763,Ball,0,,,,,
3.763,Shell,0,,,,,
3.763,LR,0.1935,,,,,
3.764,PCA,0.707106781186548,,,,,
3.764,K's tau,0.26567481402763,,,,,
3.764,Winsor,0.571200850159405,,,,,
3.764,Quad,0.326270411222827,,,,,
3.764,Ball,0,,,,,
3.764,Shell,0,,,,,
3.764,LR,0.193,,,,,
3.765,PCA,0.707106781186548,,,,,
3.765,K's tau,0.265604249667995,,,,,
3.765,Winsor,0.571049136786189,,,,,
3.765,Quad,0.326097116624251,,,,,
3.765,Ball,0,,,,,
3.765,Shell,0,,,,,
3.765,LR,0.1925,,,,,
3.766,PCA,0.707106781186548,,,,,
3.766,K's tau,0.265533722782793,,,,,
3.766,Winsor,0.570897503983006,,,,,
3.766,Quad,0.325923960054026,,,,,
3.766,Ball,0,,,,,
3.766,Shell,0,,,,,
3.766,LR,0.192,,,,,
3.767,PCA,0.707106781186548,,,,,
3.767,K's tau,0.265463233342182,,,,,
3.767,Winsor,0.570745951685692,,,,,
3.767,Quad,0.325750941365606,,,,,
3.767,Ball,0,,,,,
3.767,Shell,0,,,,,
3.767,LR,0.1915,,,,,
3.768,PCA,0.707106781186548,,,,,
3.768,K's tau,0.265392781316348,,,,,
3.768,Winsor,0.570594479830149,,,,,
3.768,Quad,0.325578060412638,,,,,
3.768,Ball,0,,,,,
3.768,Shell,0,,,,,
3.768,LR,0.191,,,,,
3.769,PCA,0.707106781186548,,,,,
3.769,K's tau,0.265322366675511,,,,,
3.769,Winsor,0.570443088352348,,,,,
3.769,Quad,0.325405317048965,,,,,
3.769,Ball,0,,,,,
3.769,Shell,0,,,,,
3.769,LR,0.1905,,,,,
3.77,PCA,0.707106781186548,,,,,
3.77,K's tau,0.26525198938992,,,,,
3.77,Winsor,0.570291777188329,,,,,
3.77,Quad,0.325232711128623,,,,,
3.77,Ball,0,,,,,
3.77,Shell,0,,,,,
3.77,LR,0.19,,,,,
3.771,PCA,0.707106781186548,,,,,
3.771,K's tau,0.265181649429859,,,,,
3.771,Winsor,0.570140546274198,,,,,
3.771,Quad,0.325060242505841,,,,,
3.771,Ball,0,,,,,
3.771,Shell,0,,,,,
3.771,LR,0.1895,,,,,
3.772,PCA,0.707106781186548,,,,,
3.772,K's tau,0.265111346765642,,,,,
3.772,Winsor,0.569989395546129,,,,,
3.772,Quad,0.324887911035042,,,,,
3.772,Ball,0,,,,,
3.772,Shell,0,,,,,
3.772,LR,0.189,,,,,
3.773,PCA,0.707106781186548,,,,,
3.773,K's tau,0.265041081367612,,,,,
3.773,Winsor,0.569838324940366,,,,,
3.773,Quad,0.324715716570842,,,,,
3.773,Ball,0,,,,,
3.773,Shell,0,,,,,
3.773,LR,0.1885,,,,,
3.774,PCA,0.707106781186548,,,,,
3.774,K's tau,0.264970853206147,,,,,
3.774,Winsor,0.569687334393217,,,,,
3.774,Quad,0.324543658968049,,,,,
3.774,Ball,0,,,,,
3.774,Shell,0,,,,,
3.774,LR,0.188,,,,,
3.775,PCA,0.707106781186548,,,,,
3.775,K's tau,0.264900662251656,,,,,
3.775,Winsor,0.56953642384106,,,,,
3.775,Quad,0.324371738081663,,,,,
3.775,Ball,0,,,,,
3.775,Shell,0,,,,,
3.775,LR,0.1875,,,,,
3.776,PCA,0.707106781186548,,,,,
3.776,K's tau,0.264830508474576,,,,,
3.776,Winsor,0.569385593220339,,,,,
3.776,Quad,0.324199953766877,,,,,
3.776,Ball,0,,,,,
3.776,Shell,0,,,,,
3.776,LR,0.187,,,,,
3.777,PCA,0.707106781186548,,,,,
3.777,K's tau,0.26476039184538,,,,,
3.777,Winsor,0.569234842467567,,,,,
3.777,Quad,0.324028305879076,,,,,
3.777,Ball,0,,,,,
3.777,Shell,0,,,,,
3.777,LR,0.1865,,,,,
3.778,PCA,0.707106781186548,,,,,
3.778,K's tau,0.264690312334569,,,,,
3.778,Winsor,0.569084171519322,,,,,
3.778,Quad,0.323856794273834,,,,,
3.778,Ball,0,,,,,
3.778,Shell,0,,,,,
3.778,LR,0.186,,,,,
3.779,PCA,0.707106781186548,,,,,
3.779,K's tau,0.264620269912675,,,,,
3.779,Winsor,0.568933580312252,,,,,
3.779,Quad,0.323685418806918,,,,,
3.779,Ball,0,,,,,
3.779,Shell,0,,,,,
3.779,LR,0.1855,,,,,
3.78,PCA,0.707106781186548,,,,,
3.78,K's tau,0.264550264550265,,,,,
3.78,Winsor,0.568783068783069,,,,,
3.78,Quad,0.323514179334285,,,,,
3.78,Ball,0,,,,,
3.78,Shell,0,,,,,
3.78,LR,0.185,,,,,
3.781,PCA,0.707106781186548,,,,,
3.781,K's tau,0.264480296217932,,,,,
3.781,Winsor,0.568632636868553,,,,,
3.781,Quad,0.323343075712084,,,,,
3.781,Ball,0,,,,,
3.781,Shell,0,,,,,
3.781,LR,0.1845,,,,,
3.782,PCA,0.707106781186548,,,,,
3.782,K's tau,0.264410364886304,,,,,
3.782,Winsor,0.568482284505553,,,,,
3.782,Quad,0.323172107796652,,,,,
3.782,Ball,0,,,,,
3.782,Shell,0,,,,,
3.782,LR,0.184,,,,,
3.783,PCA,0.707106781186548,,,,,
3.783,K's tau,0.264340470526038,,,,,
3.783,Winsor,0.568332011630981,,,,,
3.783,Quad,0.323001275444517,,,,,
3.783,Ball,0,,,,,
3.783,Shell,0,,,,,
3.783,LR,0.1835,,,,,
3.784,PCA,0.707106781186548,,,,,
3.784,K's tau,0.264270613107822,,,,,
3.784,Winsor,0.568181818181818,,,,,
3.784,Quad,0.322830578512397,,,,,
3.784,Ball,0,,,,,
3.784,Shell,0,,,,,
3.784,LR,0.183,,,,,
3.785,PCA,0.707106781186548,,,,,
3.785,K's tau,0.264200792602378,,,,,
3.785,Winsor,0.568031704095112,,,,,
3.785,Quad,0.322660016857197,,,,,
3.785,Ball,0,,,,,
3.785,Shell,0,,,,,
3.785,LR,0.1825,,,,,
3.786,PCA,0.707106781186548,,,,,
3.786,K's tau,0.264131008980454,,,,,
3.786,Winsor,0.567881669307977,,,,,
3.786,Quad,0.322489590336014,,,,,
3.786,Ball,0,,,,,
3.786,Shell,0,,,,,
3.786,LR,0.182,,,,,
3.787,PCA,0.707106781186548,,,,,
3.787,K's tau,0.264061262212833,,,,,
3.787,Winsor,0.567731713757592,,,,,
3.787,Quad,0.322319298806132,,,,,
3.787,Ball,0,,,,,
3.787,Shell,0,,,,,
3.787,LR,0.1815,,,,,
3.788,PCA,0.707106781186548,,,,,
3.788,K's tau,0.263991552270327,,,,,
3.788,Winsor,0.567581837381204,,,,,
3.788,Quad,0.322149142125023,,,,,
3.788,Ball,0,,,,,
3.788,Shell,0,,,,,
3.788,LR,0.181,,,,,
3.789,PCA,0.707106781186548,,,,,
3.789,K's tau,0.263921879123779,,,,,
3.789,Winsor,0.567432040116126,,,,,
3.789,Quad,0.321979120150349,,,,,
3.789,Ball,0,,,,,
3.789,Shell,0,,,,,
3.789,LR,0.1805,,,,,
3.79,PCA,0.707106781186548,,,,,
3.79,K's tau,0.263852242744063,,,,,
3.79,Winsor,0.567282321899736,,,,,
3.79,Quad,0.321809232739956,,,,,
3.79,Ball,0,,,,,
3.79,Shell,0,,,,,
3.79,LR,0.18,,,,,
3.791,PCA,0.707106781186548,,,,,
3.791,K's tau,0.263782643102084,,,,,
3.791,Winsor,0.56713268266948,,,,,
3.791,Quad,0.321639479751882,,,,,
3.791,Ball,0,,,,,
