Dataset,Panel,Outcome,ParamID,Condition,Method,Alpha,Baseline,Value,Delta,Replicates,dropout_mid,doublet_frac,cell_frac,gene_frac,meanlog,sdlog
Simulation 2,d,Subspace PC10,21,shift,Winsor,0.2,0.984995756583104,0.983490289845105,-0.00150546673799901,10,,,,,,
Simulation 2,d,Subspace PC20,2,dropout,Ball,0.1,0.302124038059548,0.302235335173276,0.000111297113727982,10,,,,,,
Simulation 2,d,Subspace PC20,3,dropout,Ball,0.1,1,1,0,10,,,,,,
Simulation 2,d,Subspace PC20,4,dropout,Ball,0.1,0.251379008852797,0.251005090276836,-0.00037391857596103,10,,,,,,
Simulation 2,d,Subspace PC20,5,dropout,Ball,0.1,0.221670291002703,0.22153222390321,-0.000138067099492989,10,,,,,,
Simulation 2,d,Subspace PC20,6,dropout,Ball,0.1,0.191173995173124,0.191762841125875,0.000588845952750994,10,,,,,,
Simulation 2,d,Subspace PC20,7,doublet,Ball,0.1,0.936374033770015,0.933369341018357,-0.00300469275165804,10,,,,,,
Simulation 2,d,Subspace PC20,8,doublet,Ball,0.1,0.882620470782115,0.874909889927844,-0.00771058085427101,10,,,,,,
Simulation 2,d,Subspace PC20,9,doublet,Ball,0.1,0.837925140222452,0.818822370947873,-0.019102769274579,10,,,,,,
Simulation 2,d,Subspace PC20,10,doublet,Ball,0.1,0.810200415400931,0.796492813828907,-0.013707601572024,10,,,,,,
Simulation 2,d,Subspace PC20,11,doublet,Ball,0.1,0.756327716938471,0.745700619234949,-0.010627097703522,10,,,,,,
Simulation 2,d,Subspace PC20,12,shift,Ball,0.1,0.996123098599309,0.997822944424012,0.00169984582470295,10,,,,,,
Simulation 2,d,Subspace PC20,13,shift,Ball,0.1,0.994289037452449,0.996576297534748,0.00228726008229896,10,,,,,,
Simulation 2,d,Subspace PC20,14,shift,Ball,0.1,0.993876401889819,0.9940213265217,0.000144924631881094,10,,,,,,
Simulation 2,d,Subspace PC20,15,shift,Ball,0.1,0.99046074184757,0.990237213936357,-0.000223527911213051,10,,,,,,
Simulation 2,d,Subspace PC20,16,shift,Ball,0.1,0.986308202890573,0.98621109033509,-9.71125554829477e-05,10,,,,,,
Simulation 2,d,Subspace PC20,17,shift,Ball,0.1,0.998657886874315,0.998925374528716,0.000267487654400989,10,,,,,,
Simulation 2,d,Subspace PC20,18,shift,Ball,0.1,0.996123098599309,0.997822944424012,0.00169984582470295,10,,,,,,
Simulation 2,d,Subspace PC20,19,shift,Ball,0.1,0.986169280824546,0.995557126239198,0.00938784541465198,10,,,,,,
Simulation 2,d,Subspace PC20,20,shift,Ball,0.1,0.982873984266667,0.993400817348377,0.0105268330817101,10,,,,,,
Simulation 2,d,Subspace PC20,21,shift,Ball,0.1,0.980123234155136,0.991055052381619,0.0109318182264829,10,,,,,,
Simulation 2,d,Subspace PC20,2,dropout,Ball,0.2,0.302124038059548,0.302741397107481,0.000617359047932975,10,,,,,,
Simulation 2,d,Subspace PC20,3,dropout,Ball,0.2,1,1,0,10,,,,,,
Simulation 2,d,Subspace PC20,4,dropout,Ball,0.2,0.251379008852797,0.249994977786454,-0.00138403106634302,10,,,,,,
Simulation 2,d,Subspace PC20,5,dropout,Ball,0.2,0.221670291002703,0.219270270221907,-0.00240002078079599,10,,,,,,
Simulation 2,d,Subspace PC20,6,dropout,Ball,0.2,0.191173995173124,0.191887095876755,0.000713100703631009,10,,,,,,
Simulation 2,d,Subspace PC20,7,doublet,Ball,0.2,0.936374033770015,0.926548024648575,-0.00982600912144005,10,,,,,,
Simulation 2,d,Subspace PC20,8,doublet,Ball,0.2,0.882620470782115,0.850653880205017,-0.0319665905770981,10,,,,,,
Simulation 2,d,Subspace PC20,9,doublet,Ball,0.2,0.837925140222452,0.800618441518806,-0.037306698703646,10,,,,,,
Simulation 2,d,Subspace PC20,10,doublet,Ball,0.2,0.810200415400931,0.776586762706816,-0.033613652694115,10,,,,,,
Simulation 2,d,Subspace PC20,11,doublet,Ball,0.2,0.756327716938471,0.714881180930025,-0.0414465360084461,10,,,,,,
Simulation 2,d,Subspace PC20,12,shift,Ball,0.2,0.996123098599309,0.996476780959176,0.000353682359866991,10,,,,,,
Simulation 2,d,Subspace PC20,13,shift,Ball,0.2,0.994289037452449,0.996131161805419,0.00184212435297004,10,,,,,,
Simulation 2,d,Subspace PC20,14,shift,Ball,0.2,0.993876401889819,0.994962280054987,0.00108587816516803,10,,,,,,
Simulation 2,d,Subspace PC20,15,shift,Ball,0.2,0.99046074184757,0.991526610249535,0.00106586840196499,10,,,,,,
Simulation 2,d,Subspace PC20,16,shift,Ball,0.2,0.986308202890573,0.99178251136575,0.00547430847517705,10,,,,,,
Simulation 2,d,Subspace PC20,17,shift,Ball,0.2,0.998657886874315,0.999175621310544,0.000517734436229045,10,,,,,,
Simulation 2,d,Subspace PC20,18,shift,Ball,0.2,0.996123098599309,0.996476780959176,0.000353682359866991,10,,,,,,
Simulation 2,d,Subspace PC20,19,shift,Ball,0.2,0.986169280824546,0.992320875423666,0.00615159459911996,10,,,,,,
Simulation 2,d,Subspace PC20,20,shift,Ball,0.2,0.982873984266667,0.98681208140526,0.00393809713859306,10,,,,,,
Simulation 2,d,Subspace PC20,21,shift,Ball,0.2,0.980123234155136,0.984110234536353,0.00398700038121702,10,,,,,,
Simulation 2,d,Subspace PC20,2,dropout,LR,0.1,0.301337506283082,0.30215780244938,0.000820296166298029,10,,,,,,
Simulation 2,d,Subspace PC20,3,dropout,LR,0.1,1,1,0,10,,,,,,
Simulation 2,d,Subspace PC20,4,dropout,LR,0.1,0.25081969890083,0.251577458774474,0.000757759873644015,10,,,,,,
Simulation 2,d,Subspace PC20,5,dropout,LR,0.1,0.220945306559009,0.222102289416891,0.00115698285788199,10,,,,,,
Simulation 2,d,Subspace PC20,6,dropout,LR,0.1,0.191173162814551,0.19137418380876,0.000201020994209017,10,,,,,,
Simulation 2,d,Subspace PC20,7,doublet,LR,0.1,0.93693187186002,0.936069956487203,-0.00086191537281699,10,,,,,,
Simulation 2,d,Subspace PC20,8,doublet,LR,0.1,0.886846254648522,0.877577227582347,-0.00926902706617494,10,,,,,,
Simulation 2,d,Subspace PC20,9,doublet,LR,0.1,0.842203042742816,0.83247289321424,-0.00973014952857598,10,,,,,,
Simulation 2,d,Subspace PC20,10,doublet,LR,0.1,0.81254219597438,0.805954254195781,-0.00658794177859901,10,,,,,,
Simulation 2,d,Subspace PC20,11,doublet,LR,0.1,0.760834217870151,0.752839910978671,-0.00799430689148006,10,,,,,,
Simulation 2,d,Subspace PC20,12,shift,LR,0.1,0.994764479207837,0.998129444956756,0.00336496574891909,10,,,,,,
Simulation 2,d,Subspace PC20,13,shift,LR,0.1,0.995227271723733,0.996304268255108,0.00107699653137494,10,,,,,,
Simulation 2,d,Subspace PC20,14,shift,LR,0.1,0.993730230794607,0.99485164597666,0.001121415182053,10,,,,,,
Simulation 2,d,Subspace PC20,15,shift,LR,0.1,0.991213701202945,0.992078214785019,0.000864513582073956,10,,,,,,
Simulation 2,d,Subspace PC20,16,shift,LR,0.1,0.982252411473925,0.988373271836095,0.00612086036217008,10,,,,,,
Simulation 2,d,Subspace PC20,17,shift,LR,0.1,0.99674269174897,0.999167536184301,0.00242484443533098,10,,,,,,
Simulation 2,d,Subspace PC20,18,shift,LR,0.1,0.994764479207837,0.998129444956756,0.00336496574891909,10,,,,,,
Simulation 2,d,Subspace PC20,19,shift,LR,0.1,0.991604819369055,0.995566200026778,0.003961380657723,10,,,,,,
Simulation 2,d,Subspace PC20,20,shift,LR,0.1,0.988291445063106,0.992299345121004,0.00400790005789808,10,,,,,,
Simulation 2,d,Subspace PC20,21,shift,LR,0.1,0.983774059858131,0.989140405148172,0.00536634529004099,10,,,,,,
Simulation 2,d,Subspace PC20,2,dropout,LR,0.2,0.301337506283082,0.303023558274391,0.001686051991309,10,,,,,,
Simulation 2,d,Subspace PC20,3,dropout,LR,0.2,1,1,0,10,,,,,,
Simulation 2,d,Subspace PC20,4,dropout,LR,0.2,0.25081969890083,0.250709132150842,-0.000110566749987995,10,,,,,,
Simulation 2,d,Subspace PC20,5,dropout,LR,0.2,0.220945306559009,0.221154275043616,0.000208968484606997,10,,,,,,
Simulation 2,d,Subspace PC20,6,dropout,LR,0.2,0.191173162814551,0.192632824850947,0.001459662036396,10,,,,,,
Simulation 2,d,Subspace PC20,7,doublet,LR,0.2,0.93693187186002,0.93145114581711,-0.00548072604291006,10,,,,,,
Simulation 2,d,Subspace PC20,8,doublet,LR,0.2,0.886846254648522,0.867711635044381,-0.019134619604141,10,,,,,,
Simulation 2,d,Subspace PC20,9,doublet,LR,0.2,0.842203042742816,0.810105277475464,-0.032097765267352,10,,,,,,
Simulation 2,d,Subspace PC20,10,doublet,LR,0.2,0.81254219597438,0.791389413319462,-0.021152782654918,10,,,,,,
Simulation 2,d,Subspace PC20,11,doublet,LR,0.2,0.760834217870151,0.7360831435328,-0.024751074337351,10,,,,,,
Simulation 2,d,Subspace PC20,12,shift,LR,0.2,0.994764479207837,0.998053797641632,0.0032893184337951,10,,,,,,
Simulation 2,d,Subspace PC20,13,shift,LR,0.2,0.995227271723733,0.997087582999137,0.00186031127540398,10,,,,,,
Simulation 2,d,Subspace PC20,14,shift,LR,0.2,0.993730230794607,0.994156809464759,0.000426578670152056,10,,,,,,
Simulation 2,d,Subspace PC20,15,shift,LR,0.2,0.991213701202945,0.992214107243309,0.001000406040364,10,,,,,,
Simulation 2,d,Subspace PC20,16,shift,LR,0.2,0.982252411473925,0.98800504227521,0.00575263080128508,10,,,,,,
Simulation 2,d,Subspace PC20,17,shift,LR,0.2,0.99674269174897,0.999104289347395,0.00236159759842503,10,,,,,,
Simulation 2,d,Subspace PC20,18,shift,LR,0.2,0.994764479207837,0.998053797641632,0.0032893184337951,10,,,,,,
Simulation 2,d,Subspace PC20,19,shift,LR,0.2,0.991604819369055,0.995562614659945,0.00395779529089002,10,,,,,,
Simulation 2,d,Subspace PC20,20,shift,LR,0.2,0.988291445063106,0.992814944130475,0.00452349906736904,10,,,,,,
Simulation 2,d,Subspace PC20,21,shift,LR,0.2,0.983774059858131,0.989739448293203,0.00596538843507199,10,,,,,,
Simulation 2,d,Subspace PC20,2,dropout,Quad,0.1,0.298481820064739,0.299352498018288,0.000870677953549004,10,,,,,,
Simulation 2,d,Subspace PC20,3,dropout,Quad,0.1,1,1,0,10,,,,,,
Simulation 2,d,Subspace PC20,4,dropout,Quad,0.1,0.249849352621303,0.250290549977444,0.000441197356140982,10,,,,,,
Simulation 2,d,Subspace PC20,5,dropout,Quad,0.1,0.22013310069611,0.220484111538457,0.00035101084234701,10,,,,,,
Simulation 2,d,Subspace PC20,6,dropout,Quad,0.1,0.190914290187334,0.191216125596567,0.000301835409233009,10,,,,,,
Simulation 2,d,Subspace PC20,7,doublet,Quad,0.1,0.946906199188077,0.948390808735248,0.001484609547171,10,,,,,,
Simulation 2,d,Subspace PC20,8,doublet,Quad,0.1,0.886675684671838,0.887167277319505,0.000491592647666961,10,,,,,,
Simulation 2,d,Subspace PC20,9,doublet,Quad,0.1,0.845276555953211,0.844370045394348,-0.000906510558863038,10,,,,,,
Simulation 2,d,Subspace PC20,10,doublet,Quad,0.1,0.819133610041636,0.816488745186003,-0.00264486485563298,10,,,,,,
Simulation 2,d,Subspace PC20,11,doublet,Quad,0.1,0.772757204296033,0.771112581801312,-0.00164462249472097,10,,,,,,
Simulation 2,d,Subspace PC20,12,shift,Quad,0.1,0.997793303293218,0.997156919866322,-0.000636383426895981,10,,,,,,
Simulation 2,d,Subspace PC20,13,shift,Quad,0.1,0.995703573282858,0.995592308816817,-0.000111264466040928,10,,,,,,
Simulation 2,d,Subspace PC20,14,shift,Quad,0.1,0.993211503995732,0.993155088803221,-5.64151925109835e-05,10,,,,,,
Simulation 2,d,Subspace PC20,15,shift,Quad,0.1,0.992196459567328,0.991741731662172,-0.000454727905155994,10,,,,,,
Simulation 2,d,Subspace PC20,16,shift,Quad,0.1,0.982179337470299,0.981044484359974,-0.00113485311032491,10,,,,,,
Simulation 2,d,Subspace PC20,17,shift,Quad,0.1,0.998994615535827,0.99857966995642,-0.000414945579407022,10,,,,,,
Simulation 2,d,Subspace PC20,18,shift,Quad,0.1,0.997793303293218,0.997156919866322,-0.000636383426895981,10,,,,,,
Simulation 2,d,Subspace PC20,19,shift,Quad,0.1,0.995116600130456,0.994395923578624,-0.000720676551831945,10,,,,,,
Simulation 2,d,Subspace PC20,20,shift,Quad,0.1,0.991671655541919,0.990874489559892,-0.000797165982027059,10,,,,,,
Simulation 2,d,Subspace PC20,21,shift,Quad,0.1,0.985824638320274,0.985475524506138,-0.000349113814136048,10,,,,,,
Simulation 2,d,Subspace PC20,2,dropout,Quad,0.2,0.298481820064739,0.300737586428684,0.00225576636394498,10,,,,,,
Simulation 2,d,Subspace PC20,3,dropout,Quad,0.2,1,1,0,10,,,,,,
Simulation 2,d,Subspace PC20,4,dropout,Quad,0.2,0.249849352621303,0.251028729395697,0.00117937677439398,10,,,,,,
Simulation 2,d,Subspace PC20,5,dropout,Quad,0.2,0.22013310069611,0.22087204718074,0.000738946484629993,10,,,,,,
Simulation 2,d,Subspace PC20,6,dropout,Quad,0.2,0.190914290187334,0.191713741562872,0.000799451375537996,10,,,,,,
Simulation 2,d,Subspace PC20,7,doublet,Quad,0.2,0.946906199188077,0.945767602748822,-0.00113859643925496,10,,,,,,
Simulation 2,d,Subspace PC20,8,doublet,Quad,0.2,0.886675684671838,0.888250472106657,0.00157478743481898,10,,,,,,
Simulation 2,d,Subspace PC20,9,doublet,Quad,0.2,0.845276555953211,0.843520407150616,-0.001756148802595,10,,,,,,
Simulation 2,d,Subspace PC20,10,doublet,Quad,0.2,0.819133610041636,0.812431117432467,-0.006702492609169,10,,,,,,
Simulation 2,d,Subspace PC20,11,doublet,Quad,0.2,0.772757204296033,0.765954125157302,-0.00680307913873102,10,,,,,,
Simulation 2,d,Subspace PC20,12,shift,Quad,0.2,0.997793303293218,0.996308013577989,-0.00148528971522899,10,,,,,,
Simulation 2,d,Subspace PC20,13,shift,Quad,0.2,0.995703573282858,0.994233201025378,-0.00147037225747992,10,,,,,,
Simulation 2,d,Subspace PC20,14,shift,Quad,0.2,0.993211503995732,0.994805692298627,0.00159418830289504,10,,,,,,
Simulation 2,d,Subspace PC20,15,shift,Quad,0.2,0.992196459567328,0.992060218871358,-0.000136240695970069,10,,,,,,
Simulation 2,d,Subspace PC20,16,shift,Quad,0.2,0.982179337470299,0.988745943688295,0.0065666062179961,10,,,,,,
Simulation 2,d,Subspace PC20,17,shift,Quad,0.2,0.998994615535827,0.998504867395531,-0.000489748140296009,10,,,,,,
Simulation 2,d,Subspace PC20,18,shift,Quad,0.2,0.997793303293218,0.996308013577989,-0.00148528971522899,10,,,,,,
Simulation 2,d,Subspace PC20,19,shift,Quad,0.2,0.995116600130456,0.991270010543127,-0.00384658958732897,10,,,,,,
Simulation 2,d,Subspace PC20,20,shift,Quad,0.2,0.991671655541919,0.98665105933526,-0.00502059620665907,10,,,,,,
Simulation 2,d,Subspace PC20,21,shift,Quad,0.2,0.985824638320274,0.984515261252066,-0.001309377068208,10,,,,,,
Simulation 2,d,Subspace PC20,2,dropout,Shell,0.1,0.300351195345088,0.3005110899908,0.000159894645712033,10,,,,,,
Simulation 2,d,Subspace PC20,3,dropout,Shell,0.1,1,1,0,10,,,,,,
Simulation 2,d,Subspace PC20,4,dropout,Shell,0.1,0.249582278015639,0.249867418343296,0.000285140327657002,10,,,,,,
Simulation 2,d,Subspace PC20,5,dropout,Shell,0.1,0.219857774448044,0.220277303141989,0.000419528693945015,10,,,,,,
Simulation 2,d,Subspace PC20,6,dropout,Shell,0.1,0.19020203132623,0.189530356743439,-0.000671674582791021,10,,,,,,
Simulation 2,d,Subspace PC20,7,doublet,Shell,0.1,0.952846556675958,0.957662642021712,0.00481608534575406,10,,,,,,
Simulation 2,d,Subspace PC20,8,doublet,Shell,0.1,0.905305264608399,0.91041724574813,0.00511198113973099,10,,,,,,
Simulation 2,d,Subspace PC20,9,doublet,Shell,0.1,0.859093305898588,0.865245533495064,0.00615222759647593,10,,,,,,
Simulation 2,d,Subspace PC20,10,doublet,Shell,0.1,0.832684647060325,0.838105855755072,0.00542120869474705,10,,,,,,
Simulation 2,d,Subspace PC20,11,doublet,Shell,0.1,0.77996351363416,0.782027473134033,0.00206395949987293,10,,,,,,
Simulation 2,d,Subspace PC20,12,shift,Shell,0.1,0.997843143397413,0.997653599110931,-0.000189544286481991,10,,,,,,
Simulation 2,d,Subspace PC20,13,shift,Shell,0.1,0.994280791084176,0.991975817308356,-0.00230497377581995,10,,,,,,
Simulation 2,d,Subspace PC20,14,shift,Shell,0.1,0.994358951292799,0.994655593328915,0.000296642036115902,10,,,,,,
Simulation 2,d,Subspace PC20,15,shift,Shell,0.1,0.991954563710377,0.991770023886569,-0.000184539823808061,10,,,,,,
Simulation 2,d,Subspace PC20,16,shift,Shell,0.1,0.985610965669086,0.986398412778457,0.000787447109370953,10,,,,,,
Simulation 2,d,Subspace PC20,17,shift,Shell,0.1,0.999003588064678,0.998906036585543,-9.75514791350385e-05,10,,,,,,
Simulation 2,d,Subspace PC20,18,shift,Shell,0.1,0.997843143397413,0.997653599110931,-0.000189544286481991,10,,,,,,
Simulation 2,d,Subspace PC20,19,shift,Shell,0.1,0.994408600600159,0.994486402340554,7.7801740394956e-05,10,,,,,,
Simulation 2,d,Subspace PC20,20,shift,Shell,0.1,0.989679126401733,0.990557616983717,0.000878490581984082,10,,,,,,
Simulation 2,d,Subspace PC20,21,shift,Shell,0.1,0.985902118802184,0.987009361727475,0.00110724292529096,10,,,,,,
Simulation 2,d,Subspace PC20,2,dropout,Shell,0.2,0.300351195345088,0.299891559988479,-0.000459635356608978,10,,,,,,
Simulation 2,d,Subspace PC20,3,dropout,Shell,0.2,1,1,0,10,,,,,,
Simulation 2,d,Subspace PC20,4,dropout,Shell,0.2,0.249582278015639,0.24781812026399,-0.00176415775164901,10,,,,,,
Simulation 2,d,Subspace PC20,5,dropout,Shell,0.2,0.219857774448044,0.219454808363523,-0.000402966084521006,10,,,,,,
Simulation 2,d,Subspace PC20,6,dropout,Shell,0.2,0.19020203132623,0.18885599509026,-0.00134603623597002,10,,,,,,
Simulation 2,d,Subspace PC20,7,doublet,Shell,0.2,0.952846556675958,0.963827721381331,0.010981164705373,10,,,,,,
Simulation 2,d,Subspace PC20,8,doublet,Shell,0.2,0.905305264608399,0.904915812193767,-0.000389452414631952,10,,,,,,
Simulation 2,d,Subspace PC20,9,doublet,Shell,0.2,0.859093305898588,0.865440167951739,0.00634686205315094,10,,,,,,
Simulation 2,d,Subspace PC20,10,doublet,Shell,0.2,0.832684647060325,0.845483255364218,0.012798608303893,10,,,,,,
Simulation 2,d,Subspace PC20,11,doublet,Shell,0.2,0.77996351363416,0.790788159355329,0.0108246457211689,10,,,,,,
Simulation 2,d,Subspace PC20,12,shift,Shell,0.2,0.997843143397413,0.99533481506222,-0.00250832833519299,10,,,,,,
Simulation 2,d,Subspace PC20,13,shift,Shell,0.2,0.994280791084176,0.994768707057479,0.000487915973302999,10,,,,,,
Simulation 2,d,Subspace PC20,14,shift,Shell,0.2,0.994358951292799,0.991690450897377,-0.0026685003954221,10,,,,,,
Simulation 2,d,Subspace PC20,15,shift,Shell,0.2,0.991954563710377,0.990893091405508,-0.00106147230486908,10,,,,,,
Simulation 2,d,Subspace PC20,16,shift,Shell,0.2,0.985610965669086,0.988245565648688,0.00263459997960203,10,,,,,,
Simulation 2,d,Subspace PC20,17,shift,Shell,0.2,0.999003588064678,0.998450978750225,-0.000552609314453001,10,,,,,,
Simulation 2,d,Subspace PC20,18,shift,Shell,0.2,0.997843143397413,0.99533481506222,-0.00250832833519299,10,,,,,,
Simulation 2,d,Subspace PC20,19,shift,Shell,0.2,0.994408600600159,0.990574352297692,-0.00383424830246704,10,,,,,,
Simulation 2,d,Subspace PC20,20,shift,Shell,0.2,0.989679126401733,0.987207693575402,-0.002471432826331,10,,,,,,
Simulation 2,d,Subspace PC20,21,shift,Shell,0.2,0.985902118802184,0.983155013733077,-0.00274710506910703,10,,,,,,
Simulation 2,d,Subspace PC20,2,dropout,Winsor,0.1,0.298059774791259,0.298578617111982,0.000518842320723023,10,,,,,,
Simulation 2,d,Subspace PC20,3,dropout,Winsor,0.1,1,1,0,10,,,,,,
Simulation 2,d,Subspace PC20,4,dropout,Winsor,0.1,0.249938092094062,0.25020266097683,0.000264568882768018,10,,,,,,
Simulation 2,d,Subspace PC20,5,dropout,Winsor,0.1,0.2201536466842,0.220375748459649,0.000222101775448985,10,,,,,,
Simulation 2,d,Subspace PC20,6,dropout,Winsor,0.1,0.191056173501026,0.191097799728689,4.16262276630164e-05,10,,,,,,
Simulation 2,d,Subspace PC20,7,doublet,Winsor,0.1,0.946048286745999,0.947395143134128,0.00134685638812904,10,,,,,,
Simulation 2,d,Subspace PC20,8,doublet,Winsor,0.1,0.888990364418236,0.887501489131608,-0.001488875286628,10,,,,,,
Simulation 2,d,Subspace PC20,9,doublet,Winsor,0.1,0.845994822661763,0.84526115649598,-0.000733666165782965,10,,,,,,
Simulation 2,d,Subspace PC20,10,doublet,Winsor,0.1,0.822851211804494,0.820702199691215,-0.002149012113279,10,,,,,,
Simulation 2,d,Subspace PC20,11,doublet,Winsor,0.1,0.773867213754291,0.773077814010804,-0.000789399743487018,10,,,,,,
Simulation 2,d,Subspace PC20,12,shift,Winsor,0.1,0.99823750277235,0.998116806864327,-0.000120695908022994,10,,,,,,
Simulation 2,d,Subspace PC20,13,shift,Winsor,0.1,0.996185303550601,0.995926540752837,-0.000258762797763934,10,,,,,,
Simulation 2,d,Subspace PC20,14,shift,Winsor,0.1,0.993584355044918,0.993515175039301,-6.91800056170644e-05,10,,,,,,
Simulation 2,d,Subspace PC20,15,shift,Winsor,0.1,0.990972406259491,0.991391112641409,0.000418706381917988,10,,,,,,
Simulation 2,d,Subspace PC20,16,shift,Winsor,0.1,0.985774172685948,0.986212297962888,0.000438125276939982,10,,,,,,
Simulation 2,d,Subspace PC20,17,shift,Winsor,0.1,0.999194991918701,0.999144971607912,-5.00203107889341e-05,10,,,,,,
Simulation 2,d,Subspace PC20,18,shift,Winsor,0.1,0.99823750277235,0.998116806864327,-0.000120695908022994,10,,,,,,
Simulation 2,d,Subspace PC20,19,shift,Winsor,0.1,0.995774468576076,0.995697788828223,-7.66797478529702e-05,10,,,,,,
Simulation 2,d,Subspace PC20,20,shift,Winsor,0.1,0.992058282207493,0.992511833234139,0.000453551026646015,10,,,,,,
Simulation 2,d,Subspace PC20,21,shift,Winsor,0.1,0.984323551995421,0.986966186515719,0.002642634520298,10,,,,,,
Simulation 2,d,Subspace PC20,2,dropout,Winsor,0.2,0.298059774791259,0.29923335953019,0.00117358473893098,10,,,,,,
Simulation 2,d,Subspace PC20,3,dropout,Winsor,0.2,1,1,0,10,,,,,,
Simulation 2,d,Subspace PC20,4,dropout,Winsor,0.2,0.249938092094062,0.250580145396178,0.000642053302116002,10,,,,,,
Simulation 2,d,Subspace PC20,5,dropout,Winsor,0.2,0.2201536466842,0.220734909889213,0.000581263205012977,10,,,,,,
Simulation 2,d,Subspace PC20,6,dropout,Winsor,0.2,0.191056173501026,0.191441661718574,0.000385488217547997,10,,,,,,
Simulation 2,d,Subspace PC20,7,doublet,Winsor,0.2,0.946048286745999,0.948457327796567,0.00240904105056805,10,,,,,,
Simulation 2,d,Subspace PC20,8,doublet,Winsor,0.2,0.888990364418236,0.886980408183033,-0.00200995623520295,10,,,,,,
Simulation 2,d,Subspace PC20,9,doublet,Winsor,0.2,0.845994822661763,0.843874130202498,-0.00212069245926494,10,,,,,,
Simulation 2,d,Subspace PC20,10,doublet,Winsor,0.2,0.822851211804494,0.817522602857288,-0.0053286089472061,10,,,,,,
Simulation 2,d,Subspace PC20,11,doublet,Winsor,0.2,0.773867213754291,0.770640585141038,-0.00322662861325307,10,,,,,,
Simulation 2,d,Subspace PC20,12,shift,Winsor,0.2,0.99823750277235,0.997970321002344,-0.000267181770006064,10,,,,,,
Simulation 2,d,Subspace PC20,13,shift,Winsor,0.2,0.996185303550601,0.995454503847596,-0.000730799703004936,10,,,,,,
Simulation 2,d,Subspace PC20,14,shift,Winsor,0.2,0.993584355044918,0.993459844732611,-0.000124510312307091,10,,,,,,
Simulation 2,d,Subspace PC20,15,shift,Winsor,0.2,0.990972406259491,0.991230225435932,0.000257819176440965,10,,,,,,
Simulation 2,d,Subspace PC20,16,shift,Winsor,0.2,0.985774172685948,0.98353498182869,-0.00223919085725799,10,,,,,,
Simulation 2,d,Subspace PC20,17,shift,Winsor,0.2,0.999194991918701,0.999032898046556,-0.000162093872144942,10,,,,,,
Simulation 2,d,Subspace PC20,18,shift,Winsor,0.2,0.99823750277235,0.997970321002344,-0.000267181770006064,10,,,,,,
Simulation 2,d,Subspace PC20,19,shift,Winsor,0.2,0.995774468576076,0.99559360207755,-0.000180866498526,10,,,,,,
Simulation 2,d,Subspace PC20,20,shift,Winsor,0.2,0.992058282207493,0.992492056947045,0.000433774739551973,10,,,,,,
Simulation 2,d,Subspace PC20,21,shift,Winsor,0.2,0.984323551995421,0.987394361226096,0.00307080923067504,10,,,,,,
