Metric,PerturbationCondition,Level,Method,Mean,SD,N
ARI,Doublet fraction,15%,Winsor,0.758745193035449,0.124350747636739,10
ARI,Doublet fraction,15%,Quad,0.762653913945966,0.123399779343184,10
ARI,Doublet fraction,15%,Ball,0.88237159329194,0.141357813434891,10
ARI,Doublet fraction,15%,Shell,0.81000642803644,0.115509289279799,10
ARI,Doublet fraction,15%,LR,0.824989615852821,0.153867232017198,10
NMI,Doublet fraction,2%,PcaGrid,0.00835963079863781,0.00340456034955455,10
NMI,Doublet fraction,2%,PcaHubert,0.823380830120967,0.101872761387262,10
NMI,Doublet fraction,2%,PCP,0.93653525909324,0.0716425893507295,10
NMI,Doublet fraction,2%,PCA,0.698565664214451,0.061322339744106,10
NMI,Doublet fraction,2%,K's tau,0.859304720363212,0.104090083005371,10
NMI,Doublet fraction,2%,Winsor,0.707129198995071,0.0429582502313621,10
NMI,Doublet fraction,2%,Quad,0.702887509842358,0.0618231309993559,10
NMI,Doublet fraction,2%,Ball,0.822224823673976,0.101929572017635,10
NMI,Doublet fraction,2%,Shell,0.731966803360013,0.0483526834655551,10
NMI,Doublet fraction,2%,LR,0.767100939734311,0.103412475987832,10
NMI,Doublet fraction,5%,PcaGrid,0.00656400982129345,0.00380997279928344,10
NMI,Doublet fraction,5%,PcaHubert,0.828781387854091,0.0791787164094814,10
NMI,Doublet fraction,5%,PCP,0.955911838059112,0.0155911643350511,10
NMI,Doublet fraction,5%,PCA,0.732843305132014,0.0557895196723663,10
NMI,Doublet fraction,5%,K's tau,0.877570034136829,0.0871800549964464,10
NMI,Doublet fraction,5%,Winsor,0.736897846253117,0.0442326943106917,10
NMI,Doublet fraction,5%,Quad,0.736058922454057,0.050553714836232,10
NMI,Doublet fraction,5%,Ball,0.890377961522837,0.0785063759873979,10
NMI,Doublet fraction,5%,Shell,0.735377149328547,0.0470108567570413,10
NMI,Doublet fraction,5%,LR,0.786175340685352,0.103493332482329,10
NMI,Doublet fraction,8%,PcaGrid,0.00673822108223704,0.00381240581805924,10
NMI,Doublet fraction,8%,PcaHubert,0.861634331967376,0.0981272479883574,10
NMI,Doublet fraction,8%,PCP,0.957582963100415,0.0136412833425943,10
NMI,Doublet fraction,8%,PCA,0.733477913421242,0.0271554134349958,10
NMI,Doublet fraction,8%,K's tau,0.875667463333322,0.0773873864067102,10
NMI,Doublet fraction,8%,Winsor,0.741060840899564,0.0501977800387999,10
NMI,Doublet fraction,8%,Quad,0.73084953958204,0.0469335623932397,10
NMI,Doublet fraction,8%,Ball,0.85980178575645,0.0929025118289271,10
NMI,Doublet fraction,8%,Shell,0.745261247187498,0.0458313723960169,10
NMI,Doublet fraction,8%,LR,0.79798672056461,0.088835172281308,10
NMI,Doublet fraction,10%,PcaGrid,0.00663109214484543,0.00291882057998807,10
NMI,Doublet fraction,10%,PcaHubert,0.800789053357468,0.108642196056879,10
NMI,Doublet fraction,10%,PCP,0.941405542546351,0.0283826550642651,10
NMI,Doublet fraction,10%,PCA,0.732630248954904,0.0357943962441115,10
NMI,Doublet fraction,10%,K's tau,0.856201618844597,0.0643713743977385,10
NMI,Doublet fraction,10%,Winsor,0.730424803021899,0.0305447931310667,10
NMI,Doublet fraction,10%,Quad,0.739814441053559,0.0411119531241999,10
NMI,Doublet fraction,10%,Ball,0.812056442805248,0.0742759291163646,10
NMI,Doublet fraction,10%,Shell,0.720206899728241,0.0562000179903251,10
NMI,Doublet fraction,10%,LR,0.807271517956824,0.083140656499664,10
NMI,Doublet fraction,15%,PcaGrid,0.0083546432162419,0.00406844385536765,10
NMI,Doublet fraction,15%,PcaHubert,0.875296552229808,0.100957740511233,10
NMI,Doublet fraction,15%,PCP,0.944297059866775,0.0194848403096976,10
NMI,Doublet fraction,15%,PCA,0.774746155111247,0.0707675479758479,10
NMI,Doublet fraction,15%,K's tau,0.86494883599908,0.0694391028164074,10
NMI,Doublet fraction,15%,Winsor,0.741648932808943,0.0701497531988343,10
NMI,Doublet fraction,15%,Quad,0.746017491054592,0.0704426939245936,10
NMI,Doublet fraction,15%,Ball,0.863415893261666,0.120469395565522,10
NMI,Doublet fraction,15%,Shell,0.789287877535075,0.0898389452765411,10
