Metric,PerturbationCondition,Level,Method,Mean,SD,N
NMI,Shifted-cell fraction,10%,LR,0.933482116507701,0.0252173566205445,10
NMI,Shift magnitude,1.5,PCA,0.931696874930154,0.0227794986094934,10
NMI,Shift magnitude,1.5,PcaGrid,0.00620377374591616,0.00209703177758441,10
NMI,Shift magnitude,1.5,PcaHubert,0.900681780967209,0.0557417915335894,10
NMI,Shift magnitude,1.5,PCP,0.931753612678402,0.041650427283958,10
NMI,Shift magnitude,1.5,K's tau,0.93652326049075,0.0217859533706303,10
NMI,Shift magnitude,1.5,Winsor,0.934153109185465,0.0284429298147873,10
NMI,Shift magnitude,1.5,Quad,0.935191000247394,0.0251732120754055,10
NMI,Shift magnitude,1.5,Ball,0.932870038606162,0.0261332142878002,10
NMI,Shift magnitude,1.5,Shell,0.935139198934713,0.0263545153180452,10
NMI,Shift magnitude,1.5,LR,0.934402488500647,0.0273464219222567,10
NMI,Shift magnitude,2,PCA,0.928889996955031,0.0251493504019318,10
NMI,Shift magnitude,2,PcaGrid,0.00829524511419486,0.00401731950552419,10
NMI,Shift magnitude,2,PcaHubert,0.901855017588989,0.0525202387460598,10
NMI,Shift magnitude,2,PCP,0.920663617760946,0.0570159770064695,10
NMI,Shift magnitude,2,K's tau,0.937764702119159,0.0235646768340007,10
NMI,Shift magnitude,2,Winsor,0.935979091415025,0.0277531789259893,10
NMI,Shift magnitude,2,Quad,0.932923206996913,0.0258662648582352,10
NMI,Shift magnitude,2,Ball,0.938564016815715,0.0248493471778546,10
NMI,Shift magnitude,2,Shell,0.936606792767676,0.0259273289457764,10
NMI,Shift magnitude,2,LR,0.933523054087873,0.0282482816438172,10
NMI,Shift magnitude,3,PCA,0.931324058560175,0.0274710988364286,10
NMI,Shift magnitude,3,PcaGrid,0.00768686878440724,0.00317957305383756,10
NMI,Shift magnitude,3,PcaHubert,0.903833336884682,0.0515606776401558,10
NMI,Shift magnitude,3,PCP,0.929062892709587,0.0407462757433491,10
NMI,Shift magnitude,3,K's tau,0.936091181579225,0.0231155828100893,10
NMI,Shift magnitude,3,Winsor,0.932865789483094,0.0268795403680495,10
NMI,Shift magnitude,3,Quad,0.935029125181888,0.0263367820672097,10
NMI,Shift magnitude,3,Ball,0.93424622127169,0.0252569289326459,10
NMI,Shift magnitude,3,Shell,0.932311103604145,0.0286368139098817,10
NMI,Shift magnitude,3,LR,0.933020476404544,0.0272001202491698,10
NMI,Shift magnitude,4,PCA,0.92918101273434,0.0264721587729988,10
NMI,Shift magnitude,4,PcaGrid,0.00772139878334417,0.00453446792007618,10
NMI,Shift magnitude,4,PcaHubert,0.901550700596037,0.0550695708645197,10
NMI,Shift magnitude,4,PCP,0.928440119572732,0.0387989635120521,10
NMI,Shift magnitude,4,K's tau,0.932410605219682,0.0258291334661045,10
NMI,Shift magnitude,4,Winsor,0.934990572864068,0.0269910947427032,10
NMI,Shift magnitude,4,Quad,0.934305306482108,0.026935368594153,10
NMI,Shift magnitude,4,Ball,0.932642036492855,0.0261334843908096,10
NMI,Shift magnitude,4,Shell,0.930624165456202,0.0290768014744555,10
NMI,Shift magnitude,4,LR,0.933979661706383,0.0257548152522773,10
NMI,Shift magnitude,5,PCA,0.932511348572749,0.0256041035620649,10
NMI,Shift magnitude,5,PcaGrid,0.0086680095683746,0.00322758375094745,10
NMI,Shift magnitude,5,PcaHubert,0.888097700945662,0.0695148038345666,10
NMI,Shift magnitude,5,PCP,0.900740627599703,0.0686471908542136,10
NMI,Shift magnitude,5,K's tau,0.935370688935314,0.0258901880007129,10
NMI,Shift magnitude,5,Winsor,0.933216238289371,0.0260634427986906,10
NMI,Shift magnitude,5,Quad,0.934702175821627,0.0260638847798303,10
NMI,Shift magnitude,5,Ball,0.934796698721016,0.0242426060878897,10
NMI,Shift magnitude,5,Shell,0.931871357399886,0.0243695022780835,10
NMI,Shift magnitude,5,LR,0.932871123086475,0.0280913368647873,10
